,年次,調査区域,項目,variable,value
15639,2009年,全国,住居（財・サービス）【円】,第4階級,"22,255"
15640,2009年,全国,耐久財（住居）【円】,第4階級,978
15641,2009年,全国,半耐久財（住居）【円】,第4階級,359
15642,2009年,全国,サービス（住居）【円】,第4階級,"20,917"
15643,2009年,全国,光熱・水道（非耐久財）【円】,第4階級,"15,052"
15644,2009年,全国,家具・家事用品（財・サービス）【円】,第4階級,"7,685"
15645,2009年,全国,耐久財（家具・家事用品）【円】,第4階級,"2,780"
15646,2009年,全国,半耐久財（家具・家事用品）【円】,第4階級,"2,389"
15647,2009年,全国,非耐久財（家具・家事用品）【円】,第4階級,"1,647"
15648,2009年,全国,サービス（家具・家事用品）【円】,第4階級,870
15649,2009年,全国,被服及び履物（財・サービス）【円】,第4階級,"8,435"
15650,2009年,全国,半耐久財（被服及び履物）【円】,第4階級,"7,938"
15651,2009年,全国,サービス（被服及び履物）【円】,第4階級,497
15652,2009年,全国,保健医療（財・サービス）【円】,第4階級,"11,097"
15653,2009年,全国,耐久財（保健医療）【円】,第4階級,569
15654,2009年,全国,半耐久財（保健医療）【円】,第4階級,506
15655,2009年,全国,非耐久財（保健医療）【円】,第4階級,"3,967"
15656,2009年,全国,サービス（保健医療）【円】,第4階級,"6,055"
15657,2009年,全国,交通・通信（財・サービス）【円】,第4階級,"29,643"
15658,2009年,全国,耐久財（交通・通信）【円】,第4階級,"4,012"
15659,2009年,全国,半耐久財（交通・通信）【円】,第4階級,"1,343"
15660,2009年,全国,非耐久財（交通・通信）【円】,第4階級,"4,278"
15661,2009年,全国,サービス（交通・通信）【円】,第4階級,"20,009"
15662,2009年,全国,教育（財・サービス）【円】,第4階級,"3,720"
15663,2009年,全国,非耐久財（教育）【円】,第4階級,38
15664,2009年,全国,サービス（教育）【円】,第4階級,"3,682"
15665,2009年,全国,教養娯楽（財・サービス）【円】,第4階級,"26,374"
15666,2009年,全国,耐久財（教養娯楽）【円】,第4階級,"3,167"
15667,2009年,全国,半耐久財（教養娯楽）【円】,第4階級,"2,485"
15668,2009年,全国,非耐久財（教養娯楽）【円】,第4階級,"6,237"
15669,2009年,全国,サービス（教養娯楽）【円】,第4階級,"14,486"
15670,2009年,全国,諸雑費（財・サービス）【円】,第4階級,"16,976"
15671,2009年,全国,耐久財（諸雑費）【円】,第4階級,376
15672,2009年,全国,半耐久財（諸雑費）【円】,第4階級,"1,274"
15673,2009年,全国,非耐久財（諸雑費）【円】,第4階級,"3,899"
15674,2009年,全国,サービス（諸雑費）【円】,第4階級,"11,426"
15675,2009年,全国,現物支出（＝収入：もらい物）【円】,第4階級,"6,677"
15676,2009年,全国,現物支出　うち食料【円】,第4階級,"5,139"
15677,2009年,全国,持ち家（現住居）の帰属家賃【円】,第4階級,"49,919"
15678,2009年,全国,平均消費性向（％）,第4階級,***
15679,2009年,全国,金融資産純増率（％）,第4階級,***
15680,2009年,全国,貯蓄純増（平均貯蓄率）（％）,第4階級,***
15681,2009年,全国,エンゲル係数（％）,第4階級,24.7
15682,2009年,全国,貯蓄現在高（千円）,第4階級,"12,832"
15683,2009年,全国,通貨性預貯金（千円）,第4階級,"2,458"
15684,2009年,全国,定期性預貯金（千円）,第4階級,"6,119"
15685,2009年,全国,生命保険など（千円）,第4階級,"2,589"
15686,2009年,全国,有価証券（千円）,第4階級,"1,634"
15687,2009年,全国,負債現在高（千円）,第4階級,"1,886"
15688,2009年,全国,住宅・土地のための負債現在高（千円）,第4階級,"1,574"
15689,2009年,全国,負債保有率（％）,第4階級,28.2
15690,2009年,全国,住宅・土地のための負債保有率（％）,第4階級,12.4
15691,2009年,全国,（再掲）20万円以上の負債保有率（％）,第4階級,24.4
15692,2009年,全国,集計世帯数,第5階級,"5,850"
15693,2009年,全国,世帯数分布(抽出率調整),第5階級,"5,001,489"
15694,2009年,全国,世帯数分布(抽出率調整)(１万分比),第5階級,"1,000"
15695,2009年,全国,世帯人員（人）,第5階級,2.41
15696,2009年,全国,18歳未満人員（人）,第5階級,0.42
15697,2009年,全国,65歳以上人員（人）,第5階級,0.67
15698,2009年,全国,65歳以上のうち無職者人員（人）,第5階級,0.53
15699,2009年,全国,有業人員（人）,第5階級,1.07
15700,2009年,全国,世帯主の年齢（歳）,第5階級,54.4
15701,2009年,全国,世帯主の性別　男（人）,第5階級,0.856
15702,2009年,全国,世帯主の性別　女（人）,第5階級,0.144
15703,2009年,全国,持ち家率(現住居)（％）,第5階級,68.7
15704,2009年,全国,持ち家のうち住宅ローン保有率（％）,第5階級,17.9
15705,2009年,全国,家賃・地代を支払っている世帯の割合（％）,第5階級,31.5
15706,2009年,全国,現住居の延べ床面積（平方m）,第5階級,103.6
15707,2009年,全国,自動車保有台数（千世帯当たり）,第5階級,"1,141"
15708,2009年,全国,自動車保有率（％）,第5階級,79.8
15709,2009年,全国,年間収入（千円）,第5階級,"4,235"
15710,2009年,全国,受取【円】,第5階級,***
15711,2009年,全国,実収入【円】,第5階級,***
15712,2009年,全国,経常収入【円】,第5階級,***
15713,2009年,全国,勤め先収入【円】,第5階級,***
15714,2009年,全国,世帯主の勤め先収入【円】,第5階級,***
15715,2009年,全国,世帯主が男の勤め先収入【円】,第5階級,***
15716,2009年,全国,世帯主が男の勤め先収入　定期収入【円】,第5階級,***
15717,2009年,全国,世帯主が男の勤め先収入　臨時収入【円】,第5階級,***
15718,2009年,全国,世帯主が女の勤め先収入【円】,第5階級,***
15719,2009年,全国,世帯主が女の勤め先収入　定期収入【円】,第5階級,***
15720,2009年,全国,世帯主が女の勤め先収入　臨時収入【円】,第5階級,***
15721,2009年,全国,世帯主の配偶者の勤め先収入【円】,第5階級,***
15722,2009年,全国,世帯主の配偶者が男の勤め先収入【円】,第5階級,***
15723,2009年,全国,世帯主の配偶者が女の勤め先収入【円】,第5階級,***
15724,2009年,全国,他の世帯員の勤め先収入【円】,第5階級,***
15725,2009年,全国,男の他の世帯員の勤め先収入【円】,第5階級,***
15726,2009年,全国,女の他の世帯員の勤め先収入【円】,第5階級,***
15727,2009年,全国,事業・内職収入【円】,第5階級,***
15728,2009年,全国,農林漁業収入【円】,第5階級,***
15729,2009年,全国,家賃収入【円】,第5階級,***
15730,2009年,全国,他の事業収入【円】,第5階級,***
15731,2009年,全国,内職収入【円】,第5階級,***
15732,2009年,全国,本業以外の勤め先・事業・内職収入【円】,第5階級,***
15733,2009年,全国,他の経常収入【円】,第5階級,***
15734,2009年,全国,財産収入【円】,第5階級,***
15735,2009年,全国,社会保障給付【円】,第5階級,***
15736,2009年,全国,公的年金給付【円】,第5階級,***
15737,2009年,全国,雇用保険法に基づく給付【円】,第5階級,***
15738,2009年,全国,他の社会保障給付【円】,第5階級,***
15739,2009年,全国,仕送り金（収入）【円】,第5階級,***
15740,2009年,全国,特別収入【円】,第5階級,***
15741,2009年,全国,受贈金【円】,第5階級,***
15742,2009年,全国,他の特別収入【円】,第5階級,***
15743,2009年,全国,（再掲）移転収入【円】,第5階級,***
15744,2009年,全国,実収入以外の受取（繰入金を除く）【円】,第5階級,***
15745,2009年,全国,預貯金引出【円】,第5階級,***
15746,2009年,全国,保険金【円】,第5階級,***
15747,2009年,全国,個人・企業年金保険金【円】,第5階級,***
15748,2009年,全国,他の保険金【円】,第5階級,***
15749,2009年,全国,有価証券売却【円】,第5階級,***
15750,2009年,全国,株式売却【円】,第5階級,***
15751,2009年,全国,他の有価証券売却【円】,第5階級,***
15752,2009年,全国,土地家屋借入金【円】,第5階級,***
15753,2009年,全国,他の借入金【円】,第5階級,***
15754,2009年,全国,分割払・一括払購入借入金【円】,第5階級,***
15755,2009年,全国,財産売却【円】,第5階級,***
15756,2009年,全国,実収入以外の受取のその他【円】,第5階級,***
15757,2009年,全国,繰入金【円】,第5階級,***
15758,2009年,全国,可処分所得【円】,第5階級,***
15759,2009年,全国,支払【円】,第5階級,***
15760,2009年,全国,実支出【円】,第5階級,***
15761,2009年,全国,消費支出【円】,第5階級,"241,419"
15762,2009年,全国,食料【円】,第5階級,"58,593"
15763,2009年,全国,穀類【円】,第5階級,"5,713"
15764,2009年,全国,米【円】,第5階級,"2,523"
15765,2009年,全国,パン【円】,第5階級,"1,808"
15766,2009年,全国,めん類【円】,第5階級,"1,122"
15767,2009年,全国,他の穀類【円】,第5階級,260
15768,2009年,全国,魚介類【円】,第5階級,"5,041"
15769,2009年,全国,生鮮魚介【円】,第5階級,"3,163"
15770,2009年,全国,塩干魚介【円】,第5階級,811
15771,2009年,全国,魚肉練製品【円】,第5階級,526
15772,2009年,全国,他の魚介加工品【円】,第5階級,542
15773,2009年,全国,肉類【円】,第5階級,"4,447"
15774,2009年,全国,生鮮肉【円】,第5階級,"3,528"
15775,2009年,全国,加工肉【円】,第5階級,920
15776,2009年,全国,乳卵類【円】,第5階級,"2,583"
15777,2009年,全国,牛乳【円】,第5階級,"1,118"
15778,2009年,全国,乳製品【円】,第5階級,934
15779,2009年,全国,卵【円】,第5階級,531
15780,2009年,全国,野菜・海藻【円】,第5階級,"6,777"
15781,2009年,全国,生鮮野菜【円】,第5階級,"4,545"
15782,2009年,全国,乾物・海藻【円】,第5階級,525
15783,2009年,全国,大豆加工品【円】,第5階級,856
15784,2009年,全国,他の野菜・海藻加工品【円】,第5階級,851
15785,2009年,全国,果物【円】,第5階級,"2,238"
15786,2009年,全国,生鮮果物【円】,第5階級,"2,152"
15787,2009年,全国,果物加工品【円】,第5階級,86
15788,2009年,全国,油脂・調味料【円】,第5階級,"2,562"
15789,2009年,全国,油脂【円】,第5階級,247
15790,2009年,全国,調味料【円】,第5階級,"2,316"
15791,2009年,全国,菓子類【円】,第5階級,"3,762"
15792,2009年,全国,調理食品【円】,第5階級,"6,683"
15793,2009年,全国,主食的調理食品【円】,第5階級,"3,095"
15794,2009年,全国,他の調理食品【円】,第5階級,"3,588"
15795,2009年,全国,飲料【円】,第5階級,"3,089"
15796,2009年,全国,茶類【円】,第5階級,805
15797,2009年,全国,コーヒー・ココア【円】,第5階級,721
15798,2009年,全国,他の飲料【円】,第5階級,"1,564"
15799,2009年,全国,酒類【円】,第5階級,"2,896"
15800,2009年,全国,外食【円】,第5階級,"12,801"
15801,2009年,全国,一般外食【円】,第5階級,"12,108"
15802,2009年,全国,学校給食【円】,第5階級,693
15803,2009年,全国,賄い費【円】,第5階級,-
15804,2009年,全国,住居【円】,第5階級,"22,572"
15805,2009年,全国,家賃地代【円】,第5階級,"16,559"
15806,2009年,全国,（特掲）家賃【円】,第5階級,"16,381"
15807,2009年,全国,設備修繕・維持【円】,第5階級,"6,012"
15808,2009年,全国,設備材料【円】,第5階級,951
15809,2009年,全国,工事その他のサービス【円】,第5階級,"5,061"
15810,2009年,全国,光熱・水道【円】,第5階級,"15,682"
15811,2009年,全国,電気代【円】,第5階級,"7,004"
15812,2009年,全国,ガス代【円】,第5階級,"3,704"
15813,2009年,全国,他の光熱【円】,第5階級,740
15814,2009年,全国,上下水道料【円】,第5階級,"4,234"
15815,2009年,全国,家具・家事用品【円】,第5階級,"7,568"
15816,2009年,全国,家庭用耐久財【円】,第5階級,"2,330"
15817,2009年,全国,家事用耐久財【円】,第5階級,"1,302"
15818,2009年,全国,冷暖房用器具【円】,第5階級,653
15819,2009年,全国,一般家具【円】,第5階級,375
15820,2009年,全国,室内装備・装飾品【円】,第5階級,676
15821,2009年,全国,寝具類【円】,第5階級,552
15822,2009年,全国,家事雑貨【円】,第5階級,"1,612"
15823,2009年,全国,家事用消耗品【円】,第5階級,"1,704"
15824,2009年,全国,家事サービス【円】,第5階級,694
15825,2009年,全国,被服及び履物【円】,第5階級,"8,902"
15826,2009年,全国,和服【円】,第5階級,196
15827,2009年,全国,洋服【円】,第5階級,"3,578"
15828,2009年,全国,男子用洋服【円】,第5階級,"1,246"
15829,2009年,全国,婦人用洋服【円】,第5階級,"1,954"
15830,2009年,全国,子供用洋服【円】,第5階級,377
15831,2009年,全国,シャツ・セーター類【円】,第5階級,"1,686"
15832,2009年,全国,男子用シャツ・セーター類【円】,第5階級,638
15833,2009年,全国,婦人用シャツ・セーター類【円】,第5階級,966
15834,2009年,全国,子供用シャツ・セーター類【円】,第5階級,82
15835,2009年,全国,下着類【円】,第5階級,921
